STITCH,Individual Side Effect,Side Effect Name
CID000003373,C0242703,cardiovascular deconditioning
CID000003373,C0855429,fibrin d dimer
CID000003373,C0520803,overdose
CID000003373,C0178583,decerebration
CID000003373,C0853777,blood albumin decreased
CID000003373,C0600028,loose tooth
CID000003373,C1536020,circumstance or information capable of leading to medication error
CID000003373,C2830004,Somnolence
CID000003373,C0036104,Salivary hypersecretion
CID000003373,C0521849,drug interaction
CID000003373,C0000772,multiple congenital abnormalities
CID000003373,C1868752,procedural nausea
CID000003373,C1868753,procedural vomiting
CID000003373,C0021294,premature baby
CID000003373,C0085628,Depressed level of consciousness
CID000003373,C0150450,altered state of consciousness
CID000003373,C0855625,bilirubin conjugated increased
CID000003373,C0520600,cardio-respiratory arrest
CID000003373,C0006285,bronchopneumonia
CID000003373,C0087169,Drug withdrawal syndrome
CID000003373,C0151692,impaired healing
CID000003373,C0234192,feeling cold
CID000003373,C0424790,Chills
CID000003373,C0002957,anger
CID000003373,C0036973,Chills
CID000003373,C0015726,Fear
CID000003373,C0700632,endodontic procedure
CID000003373,C0151610,Tongue disorder
CID000003373,C0424109,tearfulness
CID000003373,C0085633,mood altered
CID000003373,C0020578,Hyperventilation
CID000003373,C1868802,central venous catheter removal
CID000003373,C0151905,alanine aminotransferase increased
CID000003373,C0877153,neutropenic sepsis
CID000003373,C0233477,dysphoria
CID000003373,C0948605,no therapeutic response
CID000003373,C0039235,Supraventricular tachycardia
CID000003373,C0038990,Hyperhidrosis
CID000003373,C1720775,renal tubular necrosis
CID000003373,C0700031,Anxiety
CID000003373,C0857494,unresponsive to stimuli
CID000003373,C0206620,cystic lymphangioma
CID000003373,C0037268,congenital skin disorder
CID000003373,C2363801,oxygen saturation decreased
CID000003373,C0332575,Erythema
CID000003373,C0341402,rectal perforation
CID000003373,C0235833,congenital diaphragmatic hernia
CID000003373,C2363731,oropharyngeal pain
CID000003373,C0235546,Hypopnoea
CID000003373,C0600142,Menopausal symptoms
CID000003373,C0235939,Crying
CID000003373,C0549410,palmar-plantar erythrodysaesthesia syndrome
CID000003373,C0947846,gastrointestinal disorder
CID000003373,C0235146,euphoric mood
CID000003373,C1142109,sopor
CID000003373,C0001807,Aggression
CID000003373,C0333271,bloody discharge
CID000003373,C1383860,cardiac hypertrophy
CID000003373,C0852733,completed suicide
CID000003373,C0239946,hepatic fibrosis
CID000003373,C0037822,Speech disorder
CID000003373,C0542044,incoherent
CID000003373,C0011551,depersonalisation
CID000003373,C1142159,intentional misuse
CID000003373,C1697734,intercepted drug administration error
CID000003373,C0340608,renal artery thrombosis
CID000003373,C0549249,depressed level of consciousness
CID000003373,C0042401,Vasodilation procedure
CID000003373,C0700590,Hyperhidrosis
CID000003373,C0853225,international normalised ratio increased
CID000003373,C0151654,myocardial fibrosis
CID000003373,C0439857,Dependence
CID000003372,C0015371,extrapyramidal disorder
CID000003372,C0242339,dyslipidaemia
CID000003372,C0740319,physical assault
CID000003372,C0264733,dilatation ventricular
CID000003372,C0558401,skin laceration
CID000003372,C0042023,pollakiuria
CID000003372,C0343494,risus sardonicus
CID000003372,C0234233,Tenderness
CID000003372,C0340865,Anaphylactoid reaction
CID000003372,C1621955,physical abuse
CID000003372,C0858342,pco2 decreased
CID000003372,C1320474,nuchal rigidity
CID000003372,C0877211,general physical health deterioration
CID000003372,C0877217,abasia
CID000003372,C0021122,impulse-control disorder
CID000003372,C0427160,parkinsonian gait
CID000003372,C0004045,neonatal asphyxia
CID000003372,C0853875,myoglobin urine present
CID000003372,C0236780,affective disorder
CID000003372,C1963946,dystonia
CID000003372,C1869046,neuroleptic malignant syndrome
CID000003372,C0007587,cell death
CID000003372,C1535881,oral intake reduced
CID000003372,C0948525,musculoskeletal stiffness
CID000003372,C0497406,overweight
CID000003372,C0521849,drug interaction
CID000003372,C0521848,drug interaction potentiation
CID000003372,C0234967,Choreoathetosis
CID000003372,C0006114,Brain oedema
CID000003372,C0857353,Hypotension
CID000003372,C0542165,Parkinsonism
CID000003372,C0455204,homicidal ideation
CID000003372,C0278106,ejaculation failure
CID000003372,C0520600,cardio-respiratory arrest
CID000003372,C1869039,dysthymic disorder
CID000003372,C0852909,blood bicarbonate decreased
CID000003372,C0239935,haematocrit increased
CID000003372,C0852103,reproductive tract disorder
CID000003372,C0156439,metabolic disorder
CID000003372,C0853595,blood cholesterol abnormal
CID000003372,C0034074,pulmonary infarction
CID000003372,C0023380,Lethargy
CID000003372,C0853692,blood triglycerides increased
CID000003372,C0221745,depression suicidal
CID000003372,C0233571,Agitation
CID000003372,C0026837,Muscle rigidity
CID000003372,C0151795,injection site erosion
CID000003372,C0438167,electrocardiogram t wave abnormal
CID000003372,C2363816,bipolar i disorder
CID000003372,C0151576,Blood creatine phosphokinase increased
CID000003372,C0241934,hypomania
CID000003372,C0948048,malignant neoplasm progression
CID000003372,C0450027,accidental exposure
CID000003372,C0521592,hypoaesthesia oral
CID000003372,C0151975,ileal ulcer
CID000003372,C0040809,refusal of treatment by patient
CID000003372,C0000727,acute abdomen
CID000003372,C0240811,prostate infection
CID000003372,C0854404,iatrogenic injury
CID000003372,C1141877,anticonvulsant drug level increased
CID000003372,C0233681,delusion of grandeur
CID000003372,C0018821,cardiac operation
CID000003372,C0877248,adverse event
CID000003372,C0236071,throat tightness
CID000003372,C1328312,intestinal polyp
CID000003372,C1535998,incorrect route of drug administration
CID000003372,C0239940,glycosylated haemoglobin increased
CID000003372,C0027849,Neuroleptic malignant syndrome
CID000003372,C0362060,legal problem
CID000003372,C0234387,cerebral disorder
CID000003372,C0869219,speech disorder
CID000003372,C0233632,thinking abnormal
CID000003372,C0919873,prescribed overdose
CID000003372,C0033075,presbyopia
CID000003372,C0853034,blood creatine phosphokinase increased
CID000003372,C1112182,parkinsonian rest tremor
CID000003372,C0042974,von willebrand's disease
CID000003372,C0566943,vaginal lesion
CID000003372,C1328331,hospitalisation
CID000003372,C0549475,lipase
CID000003372,C0151649,injection site fibrosis
CID000003372,C0853966,wheelchair user
CID000003372,C0220994,hyperammonaemia
CID000003372,C1168019,blood alcohol increased
CID000003372,C0853089,intentional self-injury
CID000003372,C1868855,post procedural infection
CID000003372,C1168016,base excess decreased
CID000003372,C0017409,herpes zoster oticus
CID000003372,C0270611,Brain injury
CID000003372,C1611727,nutritional condition abnormal
CID000003372,C0154476,dependence
CID000003372,C0234133,Extrapyramidal disorder
CID000003372,C0860645,Abnormal dreams
CID000003372,C0349506,Photosensitivity reaction
CID000003372,C0037290,Pigmentation disorder
CID000003372,C1536020,circumstance or information capable of leading to medication error
CID000003372,C0036104,Salivary hypersecretion
CID000003372,C0020457,diabetic hyperosmolar coma
CID000003372,C0020459,hyperinsulinaemia
CID000003372,C0266963,abscess jaw
CID000003372,C0392156,Akathisia
CID000003372,C0877077,myocardial haemorrhage
CID000003372,C0332543,weight abnormal
CID000003372,C0853700,application site erythema
CID000003372,C0546817,fluid overload
CID000003372,C0037274,dermatosis
CID000003372,C1112436,qrs axis abnormal
CID000003372,C0855625,bilirubin conjugated increased
CID000003372,C0740289,po2 decreased
CID000003372,C1695892,infantile apnoeic attack
CID000003372,C0007867,cervix disorder
CID000003372,C0085298,sudden cardiac death
CID000003372,C1142159,intentional misuse
CID000003372,C0011194,deja vu
CID000003372,C0085637,Oculogyric crisis
CID000003372,C0007398,catatonia
CID000003372,C0027609,drug withdrawal syndrome neonatal
CID000003372,C0040409,tongue disorder
CID000003372,C0021177,libido increased
CID000003372,C0863090,Dermatitis atopic
CID000003372,C1971624,Decreased appetite
CID000003372,C0235165,mania
CID000003372,C0579121,diabetes mellitus inadequate control
CID000003372,C0151889,hyperreflexia
CID000003372,C0151763,hepatocellular injury
CID000003372,C0022354,Jaundice cholestatic
CID000003372,C1306341,mental disability
CID000003372,C0026266,Mitral valve incompetence
CID000003372,C0037384,snoring
CID000003372,C0080233,tooth loss
CID000003372,C0854270,conjunctival abrasion
CID000003372,C1536093,dilatation atrial
CID000003372,C0852625,injection site erythema
CID000003372,C1168267,hyperventilation
CID000003372,C1869096,amphetamines
CID000003372,C0151564,cogwheel rigidity
CID000003372,C0520677,delusion
CID000003372,C0028043,nicotine dependence
CID000003372,C0242461,purpura non-thrombocytopenic
CID000003372,C0860472,antisocial behaviour
CID000003372,C0009460,communication disorder
CID000003372,C0856977,aggression
CID000003372,C0264345,smoker
CID000003372,C0549487,wrong drug administered
CID000003372,C0740409,Psychotic behaviour
CID000003372,C1504377,hyperglycaemic hyperosmolar nonketotic syndrome
CID000003372,C0853257,myoglobin blood increased
CID000003372,C0853897,diabetic cardiomyopathy
CID000003372,C0023052,Laryngeal oedema
CID000003372,C0235093,Neurogenic bladder
CID000003372,C0192398,gastric operation
CID000003372,C0026771,multiple injuries
CID000003372,C0476414,thyroid function test
CID000003372,C2363989,central pontine myelinolysis
CID000003372,C0038903,lung operation
CID000003372,C0151814,coronary artery occlusion
CID000003372,C0151818,opisthotonus
CID000003379,C0949040,sinus disorder
CID000003379,C0341697,renal impairment
CID000003379,C0558401,skin laceration
CID000003379,C0155910,pulmonary congestion
CID000003379,C0852091,bone disorder
CID000003379,C0263415,actinic elastosis
CID000003379,C0856054,mental status changes
CID000003379,C0007435,central venous catheterisation
CID000003379,C1096135,neutrophil count decreased
CID000003379,C0340861,electromechanical dissociation
CID000003379,C2242529,stem cell transplant
CID000003379,C0948343,transfusion-related acute lung injury
CID000003379,C0004364,autoimmune disorder
CID000003379,C0238436,sternal fracture
CID000003379,C0239429,eye inflammation
CID000003379,C1963899,gastroduodenitis
CID000003379,C0178417,anhedonia
CID000003379,C0853214,arthroscopy
CID000003379,C0158266,intervertebral disc degeneration
CID000003379,C0155305,optic ischaemic neuropathy
CID000003379,C0237849,skin desquamation
CID000003379,C0861113,chemotherapeutic drug level increased
CID000003379,C0861111,cardioactive drug level increased
CID000003379,C0023311,intraocular lens implant
CID000003379,C0520886,electrocardiogram st segment elevation
CID000003379,C0520888,electrocardiogram t wave inversion
CID000003379,C0015499,factor v deficiency
CID000003379,C0002957,anger
CID000003379,C2363731,oropharyngeal pain
CID000003379,C0189817,cardiac pacemaker insertion
CID000003379,C0403414,post streptococcal glomerulonephritis
CID000003379,C0343494,risus sardonicus
CID000003379,C0438167,electrocardiogram t wave abnormal
CID000003379,C1868717,psychiatric symptom
CID000003379,C0541832,chromaturia
CID000003379,C1504561,hypophagia
CID000003379,C1328381,chronic left ventricular failure
CID000003379,C0238106,clostridium difficile colitis
CID000003379,C0024441,macular hole
CID000003379,C0236748,anxiety disorder
CID000003379,C1963978,gingival disorder
CID000003379,C0235490,peripheral ischaemia
CID000003379,C1695782,cerebral hypoperfusion
CID000003379,C0522063,impaired gastric emptying
CID000003379,C0008909,claustrophobia
CID000003379,C0521542,brain stem infarction
CID000003379,C1610082,occult blood positive
CID000003379,C0265004,aortic dilatation
CID000003379,C1096403,ejection fraction decreased
CID000003379,C0854385,violence-related symptom
CID000003379,C0153690,bone cancer metastatic
CID000003379,C0438159,electrocardiogram q wave abnormal
CID000003379,C0158288,lumbar spinal stenosis
CID000003379,C0700361,emotional distress
CID000003379,C0854295,kyphosis
CID000003379,C0919706,cytomegalovirus antibody positive
CID000003379,C0740289,po2 decreased
CID000003379,C0312420,hypersexuality
CID000003379,C1096197,immune reconstitution syndrome
CID000003379,C0522776,stent placement
CID000003379,C0006285,bronchopneumonia
CID000003379,C0920086,limb operation
CID000003379,C0730516,colonoscopy
CID000003379,C0877168,haematocrit abnormal
CID000003379,C0855247,sleep attacks
CID000003379,C0853619,local swelling
CID000003379,C0004763,barrett's oesophagus
CID000003379,C0860896,monoclonal immunoglobulin present
CID000003379,C0333161,pseudocyst
CID000003379,C2363721,drug effect delayed
CID000003379,C0860689,spinal x-ray
CID000003379,C0236068,swollen tongue
CID000003379,C1321686,faecaloma
CID000003379,C1142300,clostridium colitis
CID000003379,C0852552,abnormal behaviour
CID000003379,C1328312,intestinal polyp
CID000003379,C0013403,dysplastic naevus syndrome
CID000003379,C0877334,arterial stenosis
CID000003379,C0026771,multiple injuries
CID000003379,C0151814,coronary artery occlusion
CID000003379,C0015371,extrapyramidal disorder
CID000003379,C0344315,depressed mood
CID000003379,C0854302,lymphoproliferative disorder
CID000003379,C0019333,umbilical hernia repair
CID000003379,C0854425,sputum discoloured
CID000003379,C0042023,pollakiuria
CID000003379,C0948989,necrotising fasciitis
CID000003379,C1262156,herpes simplex serology positive
CID000003379,C0549397,nasal septum deviation
CID000003379,C0337629,economic problem
CID000003379,C1167791,skin toxicity
CID000003379,C0521845,drug effect decreased
CID000003379,C0855932,cardioactive drug level below therapeutic
CID000003379,C0520600,cardio-respiratory arrest
CID000003379,C1504437,life expectancy shortened
CID000003379,C0197494,scleral operation
CID000003379,C0580359,allergy test positive
CID000003379,C0029453,osteopenia
CID000003379,C0037274,dermatosis
CID000003379,C0086132,depressive symptom
CID000003379,C0743733,eye laser surgery
CID000003379,C1167981,hypoaesthesia
CID000003379,C0239134,productive cough
CID000003379,C0858259,nasal discomfort
CID000003379,C0277884,blood pressure systolic increased
CID000003379,C0919857,ecg signs of ventricular hypertrophy
CID000003379,C0232409,hair growth abnormal
CID000003379,C0242698,left ventricular dysfunction
CID000003379,C0022281,eye pruritus
CID000003379,C1697732,oral torus
CID000003379,C0852947,scratch
CID000003379,C0235802,pupillary reflex impaired
CID000003379,C1384584,osteoarthritis generalised
CID000003379,C0949690,spinal osteoarthritis
CID000003379,C1142172,incision site complication
CID000003379,C1112396,eye operation
CID000003379,C0281964,renal artery arteriosclerosis
CID000003379,C0853018,blood thyroid stimulating hormone
CID000003379,C0600028,loose tooth
CID000003379,C1262143,anaesthetic complication
CID000003379,C0158281,cervicobrachial syndrome
CID000003379,C0855333,electrocardiogram qt corrected interval prolonged
CID000003379,C1112305,acrochordon
CID000003379,C0853908,oropharyngeal swelling
CID000003379,C0546817,fluid overload
CID000003379,C0856120,multiple sclerosis relapse
CID000003379,C1303192,vertebroplasty
CID000003379,C0152965,staphylococcal bacteraemia
CID000003379,C0021775,intermittent claudication
CID000003379,C0455012,blood product transfusion
CID000003379,C0155652,acute myocardial infarction
CID000003379,C1504458,cataract operation
CID000003379,C0700632,endodontic procedure
CID000003379,C0185240,bone lesion
CID000003379,C0494165,metastases to liver
CID000003379,C0948014,red cell distribution width increased
CID000003379,C1141868,computerised tomogram abdomen abnormal
CID000003379,C1536093,dilatation atrial
CID000003379,C0862729,thymoma
CID000003379,C0030662,gambling
CID000003379,C0238572,abdominal tenderness
CID000003379,C0877038,electrocardiogram poor r-wave progression
CID000003379,C0741160,aortic aneurysm rupture
CID000003379,C0856977,aggression
CID000003379,C0162279,choroidal detachment
CID000003379,C1095988,brain natriuretic peptide increased
CID000003379,C0853314,soft tissue inflammation
CID000003379,C0013378,dysgeusia
CID000003379,C0853257,myoglobin blood increased
CID000003379,C0853225,international normalised ratio increased
CID000003379,C0853226,international normalised ratio decreased
CID000006691,C0153687,metastases to skin
CID000006691,C0341697,renal impairment
CID000006691,C1142249,infected cyst
CID000006691,C0003571,apicectomy
CID000006691,C0347804,acetabulum fracture
CID000006691,C0853415,biopsy bone abnormal
CID000006691,C0151946,pulmonary thrombosis
CID000006691,C0026636,oral disorder
CID000006691,C0155910,pulmonary congestion
CID000006691,C0852091,bone disorder
CID000006691,C1264517,wound
CID000006691,C0002873,anaemia of chronic disease
CID000006691,C0231835,respiratory rate increased
CID000006691,C0036982,shock haemorrhagic
CID000006691,C0241136,pain of skin
CID000006691,C0862027,b-cell lymphoma
CID000006691,C0877213,implantable defibrillator insertion
CID000006691,C0877211,general physical health deterioration
CID000006691,C0877217,abasia
CID000006691,C0541979,gamma-glutamyltransferase abnormal
CID000006691,C0852958,jugular vein thrombosis
CID000006691,C0151936,tendon disorder
CID000006691,C0032788,operative haemorrhage
CID000006691,C0553732,prothrombin level decreased
CID000006691,C1869045,aspartate aminotransferase abnormal
CID000006691,C0151749,laboratory test interference
CID000006691,C1504327,international normalised ratio fluctuation
CID000006691,C0854295,kyphosis
CID000006691,C0028242,nocardiosis
CID000006691,C0022410,joint instability
CID000006691,C0860239,catheter related infection
CID000006691,C0006110,brain death
CID000006691,C0235431,blood creatinine increased
CID000006691,C0277885,blood pressure systolic decreased
CID000006691,C0178417,anhedonia
CID000006691,C0520817,physical disability
CID000006691,C0158266,intervertebral disc degeneration
CID000006691,C0861113,chemotherapeutic drug level increased
CID000006691,C0549379,recurrent cancer
CID000006691,C0877145,drug level fluctuating
CID000006691,C0302269,ostectomy
CID000006691,C0400823,neutropenic colitis
CID000006691,C0149854,cerebellar haemorrhage
CID000006691,C0855619,alanine aminotransferase abnormal
CID000006691,C1262281,thrombosis in device
CID000006691,C0189817,cardiac pacemaker insertion
CID000006691,C0854107,haemorrhage subcutaneous
CID000006691,C1963786,quality of life decreased
CID000006691,C0860513,bone swelling
CID000006691,C1096075,enterococcal infection
CID000006691,C1504561,hypophagia
CID000006691,C1868822,fistula discharge
CID000006691,C0919747,cytokine storm
CID000006691,C0158619,congenital mitral valve incompetence
CID000006691,C0347623,open wound
CID000006691,C0011361,dental fistula
CID000006691,C0024887,mastectomy
CID000006691,C0521592,hypoaesthesia oral
CID000006691,C0187830,leg amputation
CID000006691,C0267827,hepatitis acute
CID000006691,C0185792,sternotomy
CID000006691,C0877322,muscle tightness
CID000006691,C0241166,skin tightness
CID000006691,C0948374,large intestinal ulcer
CID000006691,C1963873,cardioversion
CID000006691,C1096497,csf neutrophil count increased
CID000006691,C0276141,bronchitis viral
CID000006691,C0522063,impaired gastric emptying
CID000006691,C1262130,unresponsive to pain stimuli
CID000006691,C1142151,scleromalacia
CID000006691,C0036600,self-medication
CID000006691,C0472369,haemorrhagic cerebral infarction
CID000006691,C0877027,joint range of motion decreased
CID000006691,C0858701,skin hypertrophy
CID000006691,C0442951,thoracotomy
CID000006691,C0851564,immune system disorder
CID000006691,C0748725,sinus operation
CID000006691,C0919672,multi-organ failure
CID000006691,C0854388,caustic injury
CID000006691,C0853787,blood lactate dehydrogenase abnormal
CID000006691,C1112369,paranasal sinus hypersecretion
CID000006691,C0153690,bone cancer metastatic
CID000006691,C0033816,pseudomonas infection
CID000006691,C0856103,hepatic function abnormal
CID000006691,C0853760,blood potassium increased
CID000006691,C0853761,blood potassium decreased
CID000006691,C0408588,spinal deformity
CID000006691,C0265050,vena cava thrombosis
CID000006691,C0948322,radiotherapy
CID000006691,C0948087,haematoma infection
CID000006691,C0920171,foreign body sensation in eyes
CID000006691,C0396949,aortic valve repair
CID000006691,C1141933,multi-organ disorder
CID000006691,C0947973,vascular insufficiency
CID000006691,C0700361,emotional distress
CID000006691,C0854727,intracranial tumour haemorrhage
CID000006691,C0679136,self esteem decreased
CID000006691,C0001849,aids dementia complex
CID000006691,C0340909,arteriovenous fistula thrombosis
CID000006691,C0151664,gastrointestinal perforation
CID000006691,C0186662,shoulder arthroplasty
CID000006691,C0854358,purulence
CID000006691,C1696083,oral cavity fistula
CID000006691,C0151740,csf pressure increased
CID000006691,C0549395,blood urea decreased
CID000006691,C1695691,wound infection
CID000006691,C0151692,impaired healing
CID000006691,C1619702,device related infection
CID000006691,C0919934,abdominal wall infection
CID000006691,C0948249,femoral artery occlusion
CID000006691,C2363825,lymphadenectomy
CID000006691,C1270947,hysterectomy
CID000006691,C2242498,haemorrhagic hepatic cyst
CID000006691,C0409962,localised osteoarthritis
CID000006691,C0040409,tongue disorder
CID000006691,C0521158,neoplasm recurrence
CID000006691,C0524850,nervous system surgery
CID000006691,C0333313,primary sequestrum
CID000006691,C0853109,malignant tumour excision
CID000006691,C0333314,secondary sequestrum
CID000006691,C1096730,staphylococcal infection
CID000006691,C1869041,blood urine present
CID000006691,C1411876,dyscalculia
CID000006691,C0189969,ventricular septal defect repair
CID000006691,C0860689,spinal x-ray
CID000006691,C0236065,oedema mouth
CID000006691,C0854178,metastases to adrenals
CID000006691,C0877025,prothrombin time prolonged
CID000006691,C0151563,coagulation time prolonged
CID000006691,C0263008,skin fibrosis
CID000006691,C0003851,arteriosclerosis obliterans
CID000006691,C0580413,prothrombin time
CID000006691,C0580412,prothrombin time abnormal
CID000006691,C0580417,international normalised ratio
CID000006691,C1504377,hyperglycaemic hyperosmolar nonketotic syndrome
CID000006691,C0425791,peau d'orange
CID000006691,C1167940,lymphocyte stimulation test positive
CID000006691,C0742468,central nervous system lesion
CID000006691,C1964000,csf protein
CID000006691,C1964005,administration site pain
CID000006691,C0542027,hypercoagulation
CID000006691,C0151811,subcutaneous nodule
CID000006691,C0035067,renal artery stenosis
CID000006691,C1095952,surgery
CID000006691,C1096243,central line infection
CID000006691,C0020431,hyperbaric oxygen therapy
CID000006691,C0040441,tooth fracture
CID000006691,C0040440,tooth extraction
CID000006691,C0580319,monocyte count abnormal
CID000006691,C0271738,adrenal suppression
CID000006691,C0234144,dysgraphia
CID000006691,C0847978,prostatomegaly
CID000006691,C1328308,increased upper airway secretion
CID000006691,C0302809,hepatitis fulminant
CID000006691,C0011432,sensitivity of teeth
CID000006691,C0007193,congestive cardiomyopathy
CID000006691,C0020503,hyperparathyroidism secondary
CID000006691,C0007194,hypertrophic cardiomyopathy
CID000006691,C0341512,retroperitoneal haematoma
CID000006691,C0160237,subdural haemorrhage
CID000006691,C0521169,compression fracture
CID000006691,C0347266,duodenal polyp
CID000006691,C0919768,extremity contracture
CID000006691,C0438242,blood urea abnormal
CID000006691,C0877046,tooth infection
CID000006691,C0162852,pityriasis lichenoides et varioliformis acuta
CID000006691,C0010280,craniotomy
CID000006691,C0155966,diverticulum
CID000006691,C0264490,acute respiratory failure
CID000006691,C0948525,musculoskeletal stiffness
CID000006691,C0854146,blood test abnormal
CID000006691,C0521849,drug interaction
CID000006691,C1696153,pitting oedema
CID000006691,C0521845,drug effect decreased
CID000006691,C2609421,eyelid retraction
CID000006691,C0948319,radiotherapy to brain
CID000006691,C0002393,alveoloplasty
CID000006691,C0155789,oesophageal varices haemorrhage
CID000006691,C0151529,bleeding time prolonged
CID000006691,C0849918,eyelids pruritus
CID000006691,C0239935,haematocrit increased
CID000006691,C0185221,bone debridement
CID000006691,C1504437,life expectancy shortened
CID000006691,C0948594,musculoskeletal discomfort
CID000006691,C0190188,coronary artery surgery
CID000006691,C0740353,bone scan abnormal
CID000006691,C0029453,osteopenia
CID000006691,C0241742,wound haemorrhage
CID000006691,C0581118,ultrasound scan abnormal
CID000006691,C0686377,metastases to central nervous system
CID000006691,C0854866,non-hodgkin's lymphoma recurrent
CID000006691,C0231856,breath sounds abnormal
CID000006691,C1096117,off label use
CID000006691,C1167981,hypoaesthesia
CID000006691,C0009918,joint contracture
CID000006691,C0524861,oral surgery
CID000006691,C0852833,tooth repair
CID000006691,C0399459,oral discomfort
CID000006691,C0919857,ecg signs of ventricular hypertrophy
CID000006691,C2363731,oropharyngeal pain
CID000006691,C0242698,left ventricular dysfunction
CID000006691,C1504383,radiation skin injury
CID000006691,C0853736,blood bicarbonate abnormal
CID000006691,C0155973,gastric ulcer haemorrhage
CID000006691,C0521232,arterial stent insertion
CID000006691,C1535993,bone marrow oedema
CID000006691,C0851535,prostatic disorder
CID000006691,C0333274,purulent discharge
CID000006691,C0920129,dental prosthesis user
CID000006691,C0192571,small intestine operation
CID000006691,C0263884,cervical neuritis
CID000006691,C0195309,myomectomy
CID000006691,C0159054,sputum abnormal
CID000006691,C0749087,subclavian vein thrombosis
CID000006691,C0189476,chest tube insertion
CID000006691,C0263870,intervertebral disc space narrowing
CID000006691,C1096559,biopsy
CID000006691,C0580548,red blood cell count abnormal
CID000006691,C1142009,artificial crown procedure
CID000006691,C0396849,mitral valve repair
CID000006691,C0949690,spinal osteoarthritis
CID000006691,C0407713,jaw operation
CID000006691,C0854686,intubation
CID000006691,C0235536,asphyxia
CID000006691,C1869051,torsade de pointes
CID000006691,C0017566,gingival hyperplasia
CID000006691,C0001263,abdominal infection
CID000006691,C0001261,actinomycosis
CID000006691,C0948636,bile duct stenosis
CID000006691,C0235746,saliva altered
CID000006691,C0433445,burns third degree
CID000006691,C0520804,accidental overdose
CID000006691,C0085616,vasospasm
CID000006691,C1697540,infusion site mobility decreased
CID000006691,C0919792,walking aid user
CID000006691,C0600028,loose tooth
CID000006691,C0860554,spinal column stenosis
CID000006691,C0158281,cervicobrachial syndrome
CID000006691,C0877171,blood alkaline phosphatase abnormal
CID000006691,C0853643,concomitant disease aggravated
CID000006691,C0546817,fluid overload
CID000006691,C2242544,congenital tricuspid valve incompetence
CID000006691,C0849796,ear congestion
CID000006691,C1112436,qrs axis abnormal
CID000006691,C0521530,lung consolidation
CID000006691,C0853748,blood electrolytes abnormal
CID000006691,C0012739,disseminated intravascular coagulation
CID000006691,C0436503,chest x-ray abnormal
CID000006691,C1504458,cataract operation
CID000006691,C0700632,endodontic procedure
CID000006691,C0185240,bone lesion
CID000006691,C0340220,tracheal haemorrhage
CID000006691,C0494165,metastases to liver
CID000006691,C0151907,skin discolouration
CID000006691,C0003838,arterial occlusive disease
CID000006691,C1619692,nephrogenic fibrosing dermopathy
CID000006691,C0007760,cerebellar syndrome
CID000006691,C0341318,enterocutaneous fistula
CID000006691,C0029464,osteosclerosis
CID000006691,C0241075,skin induration
CID000006691,C0748390,retroperitoneal lymphadenopathy
CID000006691,C0080233,tooth loss
CID000006691,C0919799,heparin-induced thrombocytopenia
CID000006691,C1536093,dilatation atrial
CID000006691,C0011079,debridement
CID000006691,C0159849,patella fracture
CID000006691,C0151878,electrocardiogram qt prolonged
CID000006691,C1096266,alpha haemolytic streptococcal infection
CID000006691,C0852802,intestinal obstruction
CID000006691,C0006666,calciphylaxis
CID000006691,C0853314,soft tissue inflammation
CID000006691,C0152964,streptococcal bacteraemia
CID000006691,C1168207,haemodialysis
CID000006691,C0856379,urethral stenosis
CID000006691,C0854253,pulmonary radiation injury
CID000006691,C0262469,embolic stroke
CID000006691,C0232197,cardiac fibrillation
CID000006691,C0853225,international normalised ratio increased
CID000006691,C0853226,international normalised ratio decreased
CID000006691,C0853223,activated partial thromboplastin time prolonged
CID000657298,C0856054,mental status changes
CID000657298,C0450027,accidental exposure
CID000657298,C0238706,atrial hypertrophy
CID000657298,C1608965,drug exposure before pregnancy
CID000657298,C0026636,oral disorder
CID000657298,C0747031,opportunistic infection
CID000657298,C1619712,procedural pain
CID000657298,C0948649,liver transplant
CID000657298,C0231835,respiratory rate increased
CID000657298,C1096135,neutrophil count decreased
CID000657298,C0302809,hepatitis fulminant
CID000657298,C1868855,post procedural infection
CID000657298,C2364111,Ageusia
CID000657298,C0034088,pulmonary valve incompetence
CID000657298,C0159076,choluria
CID000657298,C1699631,lymphocyte count decreased
CID000657298,C0235039,pallor
CID000657298,C0521854,drug tolerance
CID000657298,C0206061,Interstitial lung disease
CID000657298,C0877161,drug exposure during pregnancy
CID000657298,C0520863,diastolic dysfunction
CID000657298,C0852879,pulmonary alveolar haemorrhage
CID000657298,C0919818,anti-neutrophil cytoplasmic antibody positive vasculitis
CID000657298,C0852282,respiratory disorder
CID000657298,C0520736,coombs positive haemolytic anaemia
CID000657298,C0919715,lupus-like syndrome
CID000657298,C0266365,congenital genital malformation female
CID000657298,C0853474,biopsy skin
CID000657298,C0037290,Pigmentation disorder
CID000657298,C0853777,blood albumin decreased
CID000657298,C0238572,abdominal tenderness
CID000657298,C0034642,crackles lung
CID000657298,C0264308,laryngeal ulceration
CID000657298,C0232431,cold sweat
CID000657298,C0948238,erectile dysfunction
CID000657298,C1112153,procedural complication
CID000657298,C0853149,blood lactate dehydrogenase increased
CID000657298,C0263538,clubbing
CID000657298,C0021294,premature baby
CID000657298,C0854358,purulence
CID000657298,C0520600,cardio-respiratory arrest
CID000657298,C0877308,neonatal tachycardia
CID000657298,C1869032,erythropenia
